ID,Age,Gender,Angry,Disgust,Fear,Happy,Sad,Surprised,Neutral,Style1,VStyle1,Style2,VStyle2,Style3,VStyle3
741ac11e,25,Male,0.02997493,0.001969494,0.103152256,0.072836623,0.666612473,0.005798045,0.119656172,Eclectic,0.157419981,Romantic,0.138396407,Bohemian,0.128764634
44a1937c,25,Male,0.02997493,0.001969494,0.103152256,0.072836623,0.666612473,0.005798045,0.119656172,Eclectic,0.157419981,Romantic,0.138396407,Bohemian,0.128764634
d9814ecf,25,Male,0.02997493,0.001969494,0.103152256,0.072836623,0.666612473,0.005798045,0.119656172,Eclectic,0.157419981,Romantic,0.138396407,Bohemian,0.128764634
23b50c61,25,Male,0.02997493,0.001969494,0.103152256,0.072836623,0.666612473,0.005798045,0.119656172,Eclectic,0.157419981,Romantic,0.138396407,Bohemian,0.128764634
b8bbccc6,25,Male,0.02997493,0.001969494,0.103152256,0.072836623,0.666612473,0.005798045,0.119656172,Eclectic,0.157419981,Romantic,0.138396407,Bohemian,0.128764634
3a6db9bb,21,Male,0.017739143,0.000344024,0.004223216,0.840641708,0.01320834,0.114629002,0.009214534,Eclectic,0.183930091,Casual,0.154989518,Bohemian,0.121572328
bab053e1,21,Male,0.017739143,0.000344024,0.004223216,0.840641708,0.01320834,0.114629002,0.009214534,Eclectic,0.183930091,Casual,0.154989518,Bohemian,0.121572328
4c54f787,23,Male,0.029305849,0.000240899,0.014694908,0.00157631,0.177192249,0.000313561,0.776676254,Eclectic,0.158619257,Bohemian,0.11723594,Casual,0.108044982
7e2c2948,23,Male,0.029305849,0.000240899,0.014694908,0.00157631,0.177192249,0.000313561,0.776676254,Eclectic,0.158619257,Bohemian,0.11723594,Casual,0.108044982
e7e45f8c,23,Male,0.029305849,0.000240899,0.014694908,0.00157631,0.177192249,0.000313561,0.776676254,Eclectic,0.158619257,Bohemian,0.11723594,Casual,0.108044982
f995d9d3,23,Male,0.029305849,0.000240899,0.014694908,0.00157631,0.177192249,0.000313561,0.776676254,Eclectic,0.158619257,Bohemian,0.11723594,Casual,0.108044982
f995d9d4,88,Male,0.029305849,0.000240899,0.014694908,0.00157631,0.177192249,0.000313561,0.776676254,Eclectic,1.158619257,Bohemian,1.11723594,Casual,1.108044982
f995d9d4,99,Male,0.029305849,0.000240899,0.014694908,0.00157631,0.177192249,0.000313561,0.776676254,Eclectic,1.158619257,Bohemian,1.11723594,Casual,1.108044982
23d7ac1e,20,Male,0.0022035834193229677,0.00013295013457536697,0.012078568935394288,0.8079922485351563,0.023920786380767823,0.021397814750671387,0.13227399826049804,Eclectic,0.18711376709450947,Casual,0.14892260784923664,Bohemian,0.10424869395423005
4c70e590,23,Male,0.047501659393310545,0.011292403936386109,0.18239208221435546,0.0036343038082122803,0.40047481536865237,0.017256543636322022,0.33744823455810546,Casual,0.12566305144649023,Eclectic,0.12037885965175227,Vintage,0.11361218169108957
844320ed,23,Male,0.047501659393310545,0.011292403936386109,0.18239208221435546,0.0036343038082122803,0.40047481536865237,0.017256543636322022,0.33744823455810546,Casual,0.12566305144649023,Eclectic,0.12037885965175227,Vintage,0.11361218169108957
b1a572cd,23,Male,0.047501659393310545,0.011292403936386109,0.18239208221435546,0.0036343038082122803,0.40047481536865237,0.017256543636322022,0.33744823455810546,Casual,0.12566305144649023,Eclectic,0.12037885965175227,Vintage,0.11361218169108957
e8d9c3dc,23,Male,0.047501659393310545,0.011292403936386109,0.18239208221435546,0.0036343038082122803,0.40047481536865237,0.017256543636322022,0.33744823455810546,Casual,0.12566305144649023,Eclectic,0.12037885965175227,Vintage,0.11361218169108957
e2817193,27,Male,0.06034792423248291,0.0005074639245867729,0.020250964164733886,0.0014165914058685302,0.06518231868743897,0.10628273010253907,0.746011962890625,Casual,0.19362451557923743,Eclectic,0.15473792660076188,Bohemian,0.09994695680415067
5f768772,27,Male,0.005508383512496948,6.003422662615776e-05,0.0010672756284475326,0.9762060546875,0.0009326164424419403,0.009695540070533753,0.00653011679649353,Eclectic,0.16047784944190419,Casual,0.13268311248626666,Business,0.10662167552600839
4151721e,24,Male,0.024863483905792235,0.00025230197235941886,0.08027872085571289,0.003650117516517639,0.15600180625915527,0.024542882442474365,0.7104106903076172,Casual,0.2089915790061381,Eclectic,0.16861281636177317,Bohemian,0.11820626731354532
7664db29,27,Male,0.031496565341949466,2.1620099432766436e-05,0.008878720998764038,0.9301728057861328,0.005838278532028198,0.011968026161193848,0.011623910665512084,Casual,0.16920832869334182,Eclectic,0.14036580357137401,Bohemian,0.13971795034669315
